Samples	SBS1	SBS2	SBS3	SBS5	SBS8	SBS12	SBS13	SBS16	SBS17b	SBS18	SBS22	SBS28	SBS30	SBS36	SBS39	SBS40	SBS64	SBS69	SBS70	SBS71	SBS4	SBS6	SBS7a	SBS7b	SBS7c	SBS9	SBS10a	SBS11	SBS14	SBS15	SBS17a	SBS19	SBS21	SBS26	SBS33	SBS35	SBS37	SBS38	SBS60	SBS55	SBS44	SBS61	SBS62	SBS63	SBS65	SBS66	SBS67	SBS68	SBS72	SBS73	SBS74	SBS75	SBS76	SBS77	SBS78	SBS79	SBS80	SBS81	SBS82	SBS83
Syn.Breast-AdenoCA::S.11	0.07532872687065639	0.0	0.11812425455645754	0.17444785853214773	0.0	0.08590838864306773	0.1609112353341031	0.0	0.0	0.0	0.0	0.0	0.05995665174563358	0.0	0.22533694363298215	0.0	0.0	0.0	0.0999859406849517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.12	0.28322417157591606	0.0	0.0	0.12280554344571988	0.0	0.0	0.0	0.0	0.0	0.06325202551314638	0.0	0.0	0.05475750692078299	0.1122197471742292	0.24779441024334206	0.0	0.11594659512686346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.13	0.1659562538525503	0.0	0.0	0.11466552436257378	0.0	0.16924844791452637	0.09202574197654113	0.0	0.0	0.0	0.0	0.051187244691582465	0.07123564645580018	0.0	0.0	0.14475265554804073	0.11038020502999259	0.0	0.08054828016839245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.14	0.09367209047281246	0.1378294219682184	0.0	0.12269596320743138	0.10986596713478175	0.1347963734425103	0.0	0.0	0.0	0.0	0.0	0.0	0.11967195513997006	0.0	0.16906356953726115	0.0	0.0	0.0	0.11240465909701444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.15	0.0657883904955805	0.0	0.0	0.08075749826662688	0.26301566261936804	0.10090517218970929	0.0	0.0	0.0	0.0	0.19748786776177707	0.0	0.052458723148539124	0.14814116630878296	0.0	0.0	0.0	0.09144551920961609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.16	0.14975634471074503	0.14448131681367352	0.13229913898225515	0.21049678009644432	0.033104915193778686	0.02236305874062989	0.0	0.061199700598155715	0.0	0.0	0.16718958477214357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07910916009217404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.17	0.0339630545908644	0.0	0.0	0.0679124429955419	0.0	0.13305411173555537	0.033193271643531856	0.0	0.08628847858627775	0.09664289327405066	0.0	0.0	0.0	0.1035253852960615	0.27174998510280063	0.0	0.0	0.17367037677531594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.18	0.013758382927106348	0.0	0.0	0.13809087471781734	0.0	0.0	0.8481507423550763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.19	0.033245382737687915	0.13829093578170124	0.0	0.09689346919546267	0.0	0.06202962039841026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.413270504233198	0.25627008765354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.20	0.12567050761904636	0.0	0.0	0.22025202983546477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08400600962099491	0.08331126343342006	0.0	0.48676018949107386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.21	0.0387944941486262	0.0	0.0	0.17181294585247986	0.18079540561532162	0.0	0.10964550557829747	0.0	0.0	0.0	0.0	0.0	0.061545818103914046	0.0	0.34073563639500065	0.0	0.0	0.0	0.09667019430635997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.22	0.1252621895027799	0.0	0.0	0.23413834762476737	0.08462690234226886	0.0	0.0	0.0	0.0	0.0	0.09733003413450714	0.0	0.11227854711720943	0.12998325993263998	0.21638071934582728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.23	0.03454129734735749	0.0	0.0	0.11297255951707781	0.0	0.052070794010878524	0.15927254769986926	0.0	0.0	0.0	0.0660648949341771	0.0	0.0	0.0	0.5750779064906398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.24	0.09049795810350632	0.0	0.0	0.10909512605200279	0.1303343527681258	0.0	0.26932701932781583	0.046444512367997175	0.0	0.0	0.0	0.12120376082310305	0.07323703045178352	0.0	0.0	0.0	0.0	0.0	0.15986024010566546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.25	0.20684733783410933	0.0	0.10961453237659573	0.11443520640473748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14528311911839098	0.0	0.0	0.0	0.1856956778277801	0.0998273244124758	0.13829680202591058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.26	0.1017679902784399	0.0	0.0	0.14133200320904138	0.18624651936378345	0.047000956829355525	0.0	0.11926053200483912	0.0	0.0	0.0	0.0	0.10986806432896909	0.0	0.05692395802130378	0.0	0.0	0.1505320924214498	0.08706788354281803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.27	0.029142404264558563	0.0	0.216963722217642	0.05560532292581765	0.1463235388002587	0.10152675458740258	0.07460581339313212	0.0	0.0	0.0	0.0	0.0	0.0	0.21168245668406124	0.1641499871271273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.28	0.08217083570590479	0.06703468132405999	0.06664783935594908	0.1521094968506105	0.0	0.0	0.0	0.13572567791429124	0.05694509442975995	0.0	0.07614295928575952	0.07148621757112587	0.09036737597822865	0.0	0.08815903660532635	0.0	0.0	0.0	0.11321078497898401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.29	0.05461561256083906	0.0	0.0	0.16629263948455683	0.15757708994782182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5264614763865522	0.0	0.0	0.0	0.09505318162023021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.30	0.1998756805050812	0.0	0.0	0.23148561997342407	0.14611770489570805	0.0	0.0	0.0	0.0	0.03695372059729744	0.0	0.0	0.10590796439690038	0.0	0.13642254268878518	0.0	0.0	0.0	0.14323676694280368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.31	0.36428296319596976	0.0	0.0	0.21582813648894522	0.09184123743839187	0.03805794773463416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18480247207393438	0.10518724306812442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.32	0.07546686609797934	0.0	0.0	0.1905644327762066	0.0	0.0	0.19072136847356322	0.0	0.07370353013923407	0.0	0.0	0.0	0.09274480283906454	0.2744499633171758	0.10234903635677643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.33	0.17475207736561363	0.0	0.0	0.16828757070659178	0.0	0.2598989475148461	0.07712037451099517	0.022793353950237263	0.0	0.0	0.0	0.0	0.0	0.06929925002056157	0.10560438617658023	0.0	0.0	0.0	0.12224403975457433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.34	0.022526372385626353	0.0	0.0	0.18349368067930624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7939799469350675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.35	0.027755578935272387	0.0	0.0	0.14760193557041618	0.0	0.0	0.6098141354568151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21482835003749645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.36	0.12837266489008822	0.0	0.0	0.13316795612297638	0.0	0.18268879317636735	0.0	0.03512177034426983	0.0	0.0	0.0	0.0	0.10736004955689839	0.1419028712354725	0.17984401858544147	0.0	0.0	0.0915418760884859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.37	0.0641315565815438	0.0	0.0	0.17450797941094284	0.3511977139464924	0.0	0.3129686797864172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09719407027460383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.38	0.11109518312915113	0.0	0.0	0.090815619207874	0.0	0.0991076343848769	0.0	0.0	0.0	0.0	0.0	0.0	0.06515149756140205	0.05856219669277228	0.3234113596048577	0.0	0.0	0.0951792391112539	0.15667727030781206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.39	0.07964968013930256	0.2337495057781718	0.0	0.17925632803509162	0.0	0.2311351774895442	0.0	0.0	0.0	0.0	0.0	0.07414943459512305	0.07150671769004463	0.0	0.0	0.0	0.0	0.1305531562727222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.40	0.051378506029469174	0.0	0.0	0.09836549510948252	0.0	0.05568950105088728	0.0	0.0	0.0	0.052634083966738805	0.10523954444587451	0.0	0.09091449785328153	0.0	0.5457783715442661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.41	0.11709698291380989	0.21913096082282119	0.0	0.181103780485203	0.15331591312808696	0.0	0.12146445947458799	0.0	0.0	0.0	0.0	0.0	0.06167329402268703	0.0	0.1462146091528039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.42	0.09359129087428092	0.14867308572113405	0.15715211067333928	0.12616842458860159	0.0	0.0	0.12846757681366566	0.0	0.0	0.0	0.14515136154727468	0.0	0.04251698149724334	0.0	0.05074832166037491	0.0	0.0	0.10753084662408562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.43	0.03823824696863994	0.0	0.0	0.10108916301142892	0.0	0.0	0.24872182590319927	0.0	0.0	0.0	0.10181247062582591	0.0	0.0	0.17468005952943078	0.3354582339614753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.44	0.039819919472219086	0.0	0.0	0.044645184647465225	0.36256076349677024	0.07630977809763446	0.0	0.0	0.0	0.0	0.0	0.0	0.06879402446864963	0.15237335930070456	0.2554969705165569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.45	0.19545134063757474	0.07725721106098205	0.0	0.10236767268108997	0.04628335167879418	0.07110015909461746	0.0	0.0	0.0	0.08659545256758563	0.0	0.053476156622366385	0.0331045739187156	0.0	0.22342566492539206	0.0	0.11093841681288193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
