Samples	SBS1	SBS2	SBS3	SBS5	SBS8	SBS12	SBS13	SBS16	SBS17b	SBS18	SBS22	SBS28	SBS30	SBS36	SBS39	SBS40	SBS64	SBS69	SBS70	SBS71	SBS4	SBS6	SBS7a	SBS7b	SBS7c	SBS9	SBS10a	SBS11	SBS14	SBS15	SBS17a	SBS19	SBS21	SBS26	SBS33	SBS35	SBS37	SBS38	SBS60	SBS55	SBS44	SBS61	SBS62	SBS63	SBS65	SBS66	SBS67	SBS68	SBS72	SBS73	SBS74	SBS75	SBS76	SBS77	SBS78	SBS79	SBS80	SBS81	SBS82	SBS83
Syn.Breast-AdenoCA::S.12	0.283224171575916	0.0	0.0	0.12280554344571987	0.0	0.0	0.0	0.0	0.0	0.06325202551314651	0.0	0.0	0.05475750692078298	0.11221974717422904	0.24779441024334203	0.0	0.11594659512686345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.13	0.16595625385255036	0.0	0.0	0.11466552436257396	0.0	0.16924844791452642	0.09202574197654116	0.0	0.0	0.0	0.0	0.051187244691582624	0.07123564645580019	0.0	0.0	0.14475265554804045	0.11038020502999246	0.0	0.08054828016839231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.14	0.09367209047281244	0.13782942196821837	0.0	0.1226959632074321	0.10986596713478172	0.13479637344251	0.0	0.0	0.0	0.0	0.0	0.0	0.11967195513997003	0.0	0.16906356953726112	0.0	0.0	0.0	0.11240465909701416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.15	0.0657883904955805	0.0	0.0	0.08075749826662768	0.26301566261936804	0.10090517218970883	0.0	0.0	0.0	0.0	0.19748786776177707	0.0	0.052458723148539124	0.1481411663087828	0.0	0.0	0.0	0.09144551920961594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.16	0.14975634471074506	0.14448131681367354	0.13229913898225543	0.21049678009644487	0.03310491519377797	0.022363058740629847	0.0	0.06119970059815548	0.0	0.0	0.16718958477214363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07910916009217431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.17	0.03396305459086438	0.0	0.0	0.0679124429955409	0.0	0.13305411173555529	0.033193271643531835	0.0	0.0862884785862777	0.09664289327405061	0.0	0.0	0.0	0.10352538529606144	0.271749985102802	0.0	0.0	0.17367037677531585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.18	0.013758382927106348	0.0	0.0	0.13809087471781734	0.0	0.0	0.8481507423550763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.19	0.0332453827376879	0.1382909357817012	0.0	0.09689346919546303	0.0	0.062029620398410104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41327050423319783	0.25627008765353987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.20	0.12567050761904636	0.0	0.0	0.22025202983546302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08400600962099491	0.08331126343342006	0.0	0.4867601894910756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.21	0.0387944941486262	0.0	0.0	0.17181294585247892	0.18079540561532162	0.0	0.10964550557829747	0.0	0.0	0.0	0.0	0.0	0.06154581810391413	0.0	0.3407356363950016	0.0	0.0	0.0	0.09667019430635997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.22	0.1252621895027799	0.0	0.0	0.23413834762476737	0.08462690234226912	0.0	0.0	0.0	0.0	0.0	0.09733003413450714	0.0	0.11227854711720969	0.12998325993263973	0.216380719345827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.23	0.034541297347357496	0.0	0.0	0.11297255951707784	0.0	0.05207079401087831	0.15927254769986932	0.0	0.0	0.0	0.06606489493417711	0.0	0.0	0.0	0.57507790649064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.24	0.09049795810350629	0.0	0.0	0.1090951260520025	0.13033435276812574	0.0	0.2693270193278157	0.04644451236799742	0.0	0.0	0.0	0.121203760823103	0.0732370304517835	0.0	0.0	0.0	0.0	0.0	0.15986024010566569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.25	0.2068473378341093	0.0	0.109614532376596	0.11443520640473717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14528311911839095	0.0	0.0	0.0	0.1856956778277798	0.09982732441247578	0.13829680202591083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.26	0.1017679902784399	0.0	0.0	0.14133200320904088	0.1862465193637832	0.04700095682935578	0.0	0.11926053200483885	0.0	0.0	0.0	0.0	0.10986806432896935	0.0	0.05692395802130403	0.0	0.0	0.1505320924214498	0.08706788354281828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.27	0.029142404264558556	0.0	0.21696372221764199	0.055605322925818226	0.14632353880025886	0.10152675458740218	0.0746058133931321	0.0	0.0	0.0	0.0	0.0	0.0	0.2116824566840612	0.1641499871271269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.28	0.08217083570590475	0.06703468132405996	0.06664783935594956	0.15210949685061093	0.0	0.0	0.0	0.1357256779142912	0.056945094429759924	0.0	0.07614295928575948	0.07148621757112585	0.09036737597822861	0.0	0.08815903660532631	0.0	0.0	0.0	0.11321078497898344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.29	0.05461561256083906	0.0	0.0	0.1662926394845565	0.15757708994782182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5264614763865522	0.0	0.0	0.0	0.0950531816202304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.30	0.19987568050508123	0.0	0.0	0.23148561997342332	0.14611770489570805	0.0	0.0	0.0	0.0	0.036953720597297714	0.0	0.0	0.1059079643969004	0.0	0.13642254268878493	0.0	0.0	0.0	0.1432367669428045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.31	0.3642829631959697	0.0	0.0	0.2158281364889452	0.09184123743839218	0.038057947734634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18480247207393435	0.10518724306812456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.32	0.07546686609797931	0.0	0.0	0.19056443277620655	0.0	0.0	0.19072136847356314	0.0	0.07370353013923404	0.0	0.0	0.0	0.0927448028390647	0.2744499633171757	0.10234903635677639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.33	0.17475207736561366	0.0	0.0	0.16828757070659178	0.0	0.2598989475148461	0.07712037451099493	0.022793353950237315	0.0	0.0	0.0	0.0	0.0	0.06929925002056159	0.1056043861765805	0.0	0.0	0.0	0.12224403975457411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.34	0.022526372385626332	0.0	0.0	0.18349368067930605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7939799469350677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.35	0.027755578935272467	0.0	0.0	0.14760193557041615	0.0	0.0	0.609814135456815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21482835003749642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.36	0.12837266489008822	0.0	0.0	0.1331679561229767	0.0	0.18268879317636702	0.0	0.03512177034426983	0.0	0.0	0.0	0.0	0.10736004955689839	0.1419028712354725	0.17984401858544147	0.0	0.0	0.0915418760884859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.37	0.0641315565815436	0.0	0.0	0.1745079794109413	0.35119771394649346	0.0	0.31296867978641824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09719407027460344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.38	0.11109518312915113	0.0	0.0	0.09081561920787438	0.0	0.0991076343848769	0.0	0.0	0.0	0.0	0.0	0.0	0.06515149756140205	0.05856219669277207	0.3234113596048577	0.0	0.0	0.0951792391112541	0.15667727030781187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.39	0.07964968013930253	0.23374950577817172	0.0	0.17925632803509223	0.0	0.2311351774895441	0.0	0.0	0.0	0.0	0.0	0.074149434595123	0.0715067176900446	0.0	0.0	0.0	0.0	0.1305531562727217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.40	0.05137850602946916	0.0	0.0	0.09836549510948299	0.0	0.05568950105088707	0.0	0.0	0.0	0.052634083966738694	0.10523954444587448	0.0	0.09091449785328151	0.0	0.545778371544266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.41	0.11709698291380989	0.21913096082282119	0.0	0.181103780485203	0.15331591312808696	0.0	0.12146445947458778	0.0	0.0	0.0	0.0	0.0	0.061673294022686814	0.0	0.14621460915280435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.42	0.09359129087428113	0.14867308572113408	0.1571521106733391	0.1261684245886016	0.0	0.0	0.12846757681366547	0.0	0.0	0.0	0.1451513615472747	0.0	0.04251698149724315	0.0	0.0507483216603751	0.0	0.0	0.10753084662408563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.43	0.038238246968639956	0.0	0.0	0.10108916301142844	0.0	0.0	0.24872182590319936	0.0	0.0	0.0	0.10181247062582593	0.0	0.0	0.17468005952943083	0.3354582339614754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.44	0.03981991947221894	0.0	0.0	0.044645184647464864	0.36256076349676997	0.07630977809763452	0.0	0.0	0.0	0.0	0.0	0.0	0.06879402446864957	0.15237335930070553	0.2554969705165567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn.Breast-AdenoCA::S.45	0.19545134063757458	0.07725721106098206	0.0	0.1023676726810888	0.04628335167879439	0.07110015909461787	0.0	0.0	0.0	0.08659545256758584	0.0	0.053476156622366204	0.03310457391871561	0.0	0.2234256649253921	0.0	0.11093841681288255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
